DATA,CODICE_REGIONE,RICOVERATI_CON_SINTOMI,TERAPIA_INTENSIVA,TOTALE_OSPEDALIZZATI,ISOLAMENTO_DOMICILIARE,DIMESSI_GUARITI,DECEDUTI,TAMPONI
2020-04-07 00:00:00,7,1090,156,1246,1966,925,620,16579
2020-04-08 00:00:00,7,1109,153,1262,1983,1007,654,17521
2020-04-09 00:00:00,7,1103,154,1257,1996,1085,682,18446
2020-04-10 00:00:00,7,1076,151,1227,2074,1181,709,19514
2020-04-11 00:00:00,7,1003,146,1149,2184,1309,734,20888
2020-04-12 00:00:00,7,1032,144,1176,2157,1412,749,21983
2020-04-13 00:00:00,7,1088,138,1226,2139,1471,760,23129
2020-04-14 00:00:00,7,967,133,1100,2366,1549,793,24446
2020-04-15 00:00:00,7,959,120,1079,2385,1665,807,25793
2020-04-16 00:00:00,7,957,103,1060,2377,1774,828,26945
2020-04-17 00:00:00,7,897,105,1002,2457,1863,866,28181
2020-04-18 00:00:00,7,901,105,1006,2406,1992,897,29322
2020-04-19 00:00:00,7,885,101,986,2504,2110,928,31551
2020-04-20 00:00:00,7,878,102,980,2516,2216,957,33007
2020-04-21 00:00:00,7,914,94,1008,2455,2311,990,34186
2020-04-22 00:00:00,7,860,92,952,2524,2420,1022,35990
2020-04-23 00:00:00,7,783,91,874,2592,2536,1047,37842
2020-04-24 00:00:00,7,760,87,847,2590,2660,1076,39563
2020-04-25 00:00:00,7,759,83,842,2591,2775,1093,41125
2020-04-26 00:00:00,7,748,82,830,2650,2894,1114,42607
2020-04-27 00:00:00,7,754,83,837,2743,2934,1128,44039
2020-04-28 00:00:00,7,718,81,799,2772,3060,1141,45719
2020-04-29 00:00:00,7,697,70,767,2809,3161,1152,47220
2020-04-30 00:00:00,7,676,69,745,2806,3275,1167,48762
2020-05-01 00:00:00,7,666,68,734,2784,3424,1184,51199
2020-05-02 00:00:00,7,647,68,715,2883,3519,1195,53202
2020-05-03 00:00:00,7,627,68,695,2856,3599,1209,54492
2020-02-25 00:00:00,3,79,25,104,127,0,9,3700
2020-02-26 00:00:00,3,79,25,104,145,0,9,3208
2020-02-27 00:00:00,3,172,41,213,136,40,14,3320
2020-02-28 00:00:00,3,235,47,282,192,40,17,4835
2020-02-29 00:00:00,3,256,80,336,216,40,23,5723
2020-03-01 00:00:00,3,406,106,512,375,73,24,6879
2020-03-02 00:00:00,3,478,127,605,472,139,38,7925
2020-03-03 00:00:00,3,698,167,865,461,139,55,9577
2020-03-04 00:00:00,3,877,209,1086,411,250,73,12138
2020-03-05 00:00:00,3,1169,244,1413,364,376,98,12354
2020-03-06 00:00:00,3,1622,309,1931,77,469,135,13556
2020-03-07 00:00:00,3,1661,359,2020,722,524,154,15778
2020-03-08 00:00:00,3,2217,399,2616,756,550,267,18534
2020-03-09 00:00:00,3,2802,440,3242,1248,646,333,20135
2020-03-10 00:00:00,3,3319,466,3785,642,896,468,21479
2020-03-11 00:00:00,3,3852,560,4412,1351,900,617,25629
2020-03-12 00:00:00,3,4247,605,4852,2044,1085,744,29534
2020-03-13 00:00:00,3,4435,650,5085,2647,1198,890,32700
2020-03-14 00:00:00,3,4898,732,5630,3429,1660,966,37138
2020-03-15 00:00:00,3,5500,767,6267,3776,2011,1218,40369
2020-03-16 00:00:00,3,6171,823,6994,3867,2368,1420,43565
2020-03-17 00:00:00,3,6953,879,7832,4263,2485,1640,46449
2020-03-18 00:00:00,3,7285,924,8209,4057,3488,1959,48983
2020-03-19 00:00:00,3,7387,1006,8393,5545,3778,2168,52244
2020-03-20 00:00:00,3,7735,1050,8785,6635,4295,2549,57174
2020-03-21 00:00:00,3,8258,1093,9351,8019,5050,3095,66730
2020-03-22 00:00:00,3,9439,1142,10581,7304,5865,3456,70598
2020-03-23 00:00:00,3,9266,1183,10449,8461,6075,3776,73242
2020-03-24 00:00:00,3,9711,1194,10905,8963,6657,4178,76695
2020-03-25 00:00:00,3,10026,1236,11262,9329,7281,4474,81666
2020-03-26 00:00:00,3,10681,1263,11944,10245,7839,4861,87713
2020-03-27 00:00:00,3,11137,1292,12429,11466,8001,5402,95860
2020-03-28 00:00:00,3,11152,1319,12471,12038,8962,5944,102503
2020-03-29 00:00:00,3,11613,1328,12941,12451,9255,6360,107398
2020-03-30 00:00:00,3,11815,1330,13145,11861,10337,6818,111057
2020-03-31 00:00:00,3,11883,1324,13207,11917,10885,7199,114640
2020-04-01 00:00:00,3,11927,1342,13269,12496,11415,7593,121449
2020-04-02 00:00:00,3,11762,1351,13113,12763,12229,7960,128286
2020-04-03 00:00:00,3,11802,1381,13183,13006,13020,8311,135051
2020-04-04 00:00:00,3,12002,1326,13328,13892,13242,8656,141877
2020-04-05 00:00:00,3,12009,1317,13326,14798,13426,8905,149984
2020-04-06 00:00:00,3,11914,1343,13257,15212,13863,9202,154989
2020-04-07 00:00:00,3,11833,1305,13138,15205,14498,9484,159331
2020-04-08 00:00:00,3,11719,1257,12976,15569,15147,9722,167557
2020-04-09 00:00:00,3,11796,1236,13032,16042,15706,10022,176953
2020-04-10 00:00:00,3,11877,1202,13079,16451,16280,10238,186325
2020-04-11 00:00:00,3,12026,1174,13200,17058,16823,10511,196302
2020-04-12 00:00:00,3,11969,1176,13145,18120,17166,10621,205832
2020-04-13 00:00:00,3,12028,1143,13171,18764,17478,10901,211092
2020-04-14 00:00:00,3,12077,1122,13199,19164,17821,11142,214870
2020-04-15 00:00:00,3,12043,1074,13117,19804,17855,11377,221968
2020-04-16 00:00:00,3,11356,1032,12388,20702,18396,11608,232674
2020-04-17 00:00:00,3,10627,971,11598,21836,18850,11851,243513
2020-04-18 00:00:00,3,10042,947,10989,23206,19136,12050,255331
2020-04-19 00:00:00,3,10342,922,11264,23233,19526,12213,264155
2020-04-20 00:00:00,3,10138,901,11039,23548,20008,12376,270486
2020-04-21 00:00:00,3,9805,851,10656,23322,21374,12579,277197
2020-04-22 00:00:00,3,9692,817,10509,23733,22110,12740,290699
2020-04-23 00:00:00,3,9192,790,9982,23891,23352,12940,302715
2020-04-24 00:00:00,3,8791,756,9547,24821,23782,13106,314298
2020-04-25 00:00:00,3,8489,724,9213,25260,24227,13269,326940
2020-04-26 00:00:00,3,8481,706,9187,25979,24398,13325,337797
2020-04-27 00:00:00,3,7525,680,8205,27236,24589,13449,342850
2020-04-28 00:00:00,3,7280,655,7935,27809,25029,13575,351423
2020-04-29 00:00:00,3,7120,634,7754,28368,25333,13679,365895
2020-04-30 00:00:00,3,6834,605,7439,28772,25749,13772,376943
2020-05-01 00:00:00,3,6628,563,7191,29282,26136,13860,390644
2020-05-02 00:00:00,3,6529,545,7074,29593,26146,14189,403702
2020-05-03 00:00:00,3,6609,532,7141,29785,26371,14231,410857
2020-02-25 00:00:00,11,0,0,0,0,0,0,21
2020-02-26 00:00:00,11,1,0,1,0,0,0,28
2020-02-27 00:00:00,11,2,1,3,0,0,0,46
2020-02-28 00:00:00,11,3,2,5,1,0,0,47
2020-02-29 00:00:00,11,6,2,8,3,0,0,68
2020-03-01 00:00:00,11,12,5,17,8,0,0,101
2020-03-02 00:00:00,11,17,6,23,11,0,1,137
2020-03-03 00:00:00,11,27,13,40,19,0,2,200
2020-03-04 00:00:00,11,34,15,49,31,0,4,288
2020-03-05 00:00:00,11,57,19,76,44,0,4,413
2020-03-06 00:00:00,11,73,20,93,62,0,4,585
2020-03-07 00:00:00,11,94,36,130,71,0,6,816
2020-03-08 00:00:00,11,110,41,151,114,0,7,1025
2020-03-09 00:00:00,11,136,47,183,130,0,10,1250
2020-03-10 00:00:00,11,152,54,206,175,0,13,1437
2020-03-11 00:00:00,11,212,66,278,183,0,18,1656
2020-03-12 00:00:00,11,254,76,330,240,0,22,1907
2020-03-13 00:00:00,11,337,85,422,276,0,27,2218
2020-03-14 00:00:00,11,449,93,542,321,0,36,2561
2020-03-15 00:00:00,11,521,98,619,468,0,46,2946
2020-03-16 00:00:00,11,528,110,638,547,0,57,3225
2020-03-17 00:00:00,11,599,109,708,594,0,69,3225
2020-03-18 00:00:00,11,638,119,757,719,0,92,4109
2020-03-19 00:00:00,11,656,141,797,825,0,115,4512
2020-03-20 00:00:00,11,704,138,842,1002,0,137,5170
2020-03-21 00:00:00,11,742,141,883,1114,2,154,5740
2020-03-22 00:00:00,11,816,138,954,1277,6,184,6391
2020-03-23 00:00:00,11,882,148,1030,1328,8,203,6782
2020-03-24 00:00:00,11,862,149,1011,1486,8,231,7229
2020-03-25 00:00:00,11,938,148,1086,1553,8,287,7896
2020-03-26 00:00:00,11,977,166,1143,1652,9,310,8623
2020-03-27 00:00:00,11,979,162,1141,1709,10,336,9060
2020-03-28 00:00:00,11,987,166,1153,1846,10,364,9884
2020-03-29 00:00:00,11,1000,168,1168,1992,12,386,10431
2020-03-30 00:00:00,11,998,167,1165,2086,16,417,10979
2020-03-31 00:00:00,11,946,169,1115,2237,21,452,11724
2020-04-01 00:00:00,11,984,168,1152,2304,29,477,12296
2020-04-02 00:00:00,11,986,164,1150,2405,40,503,12943
2020-04-03 00:00:00,11,982,158,1140,2491,42,557,13678
2020-04-04 00:00:00,11,997,153,1150,2347,270,574,14472
2020-04-05 00:00:00,11,987,151,1138,2440,287,599,15252
2020-04-06 00:00:00,11,1001,140,1141,2565,296,612,15919
2020-04-07 00:00:00,11,962,139,1101,2637,342,630,16619
2020-04-08 00:00:00,11,974,133,1107,2455,645,652,17532
2020-04-09 00:00:00,11,945,133,1078,2323,885,669,18194
2020-04-10 00:00:00,11,925,127,1052,2264,1086,682,18970
2020-04-11 00:00:00,11,960,118,1078,2153,1291,689,20060
2020-04-12 00:00:00,11,949,114,1063,2051,1489,700,21057
2020-04-13 00:00:00,11,959,108,1067,2013,1588,713,28379
2020-04-14 00:00:00,11,937,106,1043,2052,1603,728,29160
2020-04-15 00:00:00,11,888,106,994,2103,1660,746,30329
2020-04-16 00:00:00,11,850,102,952,2172,1694,764,33778
2020-04-17 00:00:00,11,839,94,933,2224,1726,785,37997
2020-04-18 00:00:00,11,804,88,892,2280,1754,795,39909
2020-04-19 00:00:00,11,799,86,885,2297,1780,807,41474
2020-04-20 00:00:00,11,792,80,872,2340,1792,822,42782
2020-04-21 00:00:00,11,784,78,862,2356,1825,834,44332
2020-04-22 00:00:00,11,735,76,811,2419,1849,845,46492
2020-04-23 00:00:00,11,727,71,798,2432,1865,857,47662
2020-04-24 00:00:00,11,705,61,766,2507,1890,865,49163
2020-04-25 00:00:00,11,689,58,747,2525,1912,874,50996
2020-04-26 00:00:00,11,668,58,726,2582,1924,879,52063
2020-04-27 00:00:00,11,667,58,725,2585,1933,884,52765
2020-04-28 00:00:00,11,666,58,724,2610,1948,893,54313
2020-04-29 00:00:00,11,640,52,692,2655,1964,899,55905
2020-04-30 00:00:00,11,465,48,513,2697,2131,906,59488
2020-05-01 00:00:00,11,413,44,457,2754,2153,911,61241
2020-05-02 00:00:00,11,399,46,445,2760,2177,916,62834
2020-05-03 00:00:00,11,400,43,443,2755,2194,927,64412
2020-02-25 00:00:00,14,0,0,0,0,0,0,0
2020-02-26 00:00:00,14,0,0,0,0,0,0,0
2020-02-27 00:00:00,14,0,0,0,0,0,0,0
2020-02-28 00:00:00,14,0,0,0,0,0,0,0
2020-02-29 00:00:00,14,0,0,0,0,0,0,0
2020-03-01 00:00:00,14,0,0,0,0,0,0,6
2020-03-02 00:00:00,14,0,0,0,0,0,0,13
2020-03-03 00:00:00,14,3,0,3,0,0,0,13
2020-03-04 00:00:00,14,3,0,3,0,0,0,19
2020-03-05 00:00:00,14,4,0,4,3,0,0,24
2020-03-06 00:00:00,14,3,2,5,7,0,0,104
2020-03-07 00:00:00,14,3,2,5,9,0,0,112
2020-03-08 00:00:00,14,4,2,6,8,0,0,116
2020-03-09 00:00:00,14,4,2,6,8,0,0,212
2020-03-10 00:00:00,14,3,3,6,9,0,0,225
2020-03-11 00:00:00,14,4,3,7,9,0,0,233
2020-03-12 00:00:00,14,4,3,7,9,0,0,238
2020-03-13 00:00:00,14,5,3,8,9,0,0,243
2020-03-14 00:00:00,14,5,3,8,9,0,0,247
2020-03-15 00:00:00,14,3,4,7,10,0,0,248
2020-03-16 00:00:00,14,3,5,8,7,5,1,253
2020-03-17 00:00:00,14,7,5,12,7,5,1,301
2020-03-18 00:00:00,14,7,6,13,8,6,1,361
2020-03-19 00:00:00,14,19,6,25,13,6,2,426
2020-03-20 00:00:00,14,20,6,26,13,6,5,426
2020-03-21 00:00:00,14,21,6,27,20,7,7,449
2020-03-22 00:00:00,14,24,7,31,21,7,7,532
2020-03-23 00:00:00,14,25,7,32,18,10,7,532
2020-03-24 00:00:00,14,27,7,34,21,10,8,572
2020-03-25 00:00:00,14,26,7,33,20,12,8,580
2020-03-26 00:00:00,14,27,8,35,46,14,8,670
2020-03-27 00:00:00,14,26,9,35,51,14,9,710
2020-03-28 00:00:00,14,26,9,35,63,16,9,807
2020-03-29 00:00:00,14,25,9,34,66,18,9,918
2020-03-30 00:00:00,14,27,8,35,72,18,9,955
2020-03-31 00:00:00,14,29,8,37,80,18,9,1049
2020-04-01 00:00:00,14,32,8,40,91,19,10,1157
2020-04-02 00:00:00,14,30,8,38,95,21,11,1229
2020-04-03 00:00:00,14,31,8,39,105,21,11,1378
2020-04-04 00:00:00,14,31,6,37,134,24,11,1504
2020-04-05 00:00:00,14,33,6,39,148,24,13,1504
2020-04-06 00:00:00,14,34,5,39,148,24,13,1546
2020-04-07 00:00:00,14,35,5,40,145,26,13,1581
2020-04-08 00:00:00,14,30,4,34,147,32,13,2002
2020-04-09 00:00:00,14,30,4,34,155,32,13,2069
2020-04-10 00:00:00,14,28,4,32,161,37,13,2069
2020-04-11 00:00:00,14,28,4,32,161,39,14,2201
2020-04-12 00:00:00,14,27,4,31,171,40,15,2471
2020-04-13 00:00:00,14,28,4,32,170,40,15,2522
2020-04-14 00:00:00,14,26,4,30,170,42,15,2522
2020-04-15 00:00:00,14,27,4,31,175,42,15,2855
2020-04-16 00:00:00,14,25,4,29,174,44,16,2967
2020-04-17 00:00:00,14,26,4,30,178,45,16,3082
2020-04-18 00:00:00,14,27,4,31,178,44,16,3082
2020-04-19 00:00:00,14,27,4,31,184,47,17,3584
2020-04-20 00:00:00,14,27,2,29,184,50,18,3783
2020-04-21 00:00:00,14,27,2,29,184,51,18,4124
2020-04-22 00:00:00,14,21,2,23,182,60,19,4425
2020-04-23 00:00:00,14,19,1,20,178,66,20,4564
2020-04-24 00:00:00,14,19,1,20,180,67,20,4805
2020-04-25 00:00:00,14,19,1,20,178,73,21,5191
2020-04-26 00:00:00,14,20,1,21,179,75,21,5567
2020-04-27 00:00:00,14,20,1,21,179,75,21,5656
2020-04-28 00:00:00,14,18,1,19,176,81,21,5776
2020-04-29 00:00:00,14,17,1,18,175,83,21,5910
2020-04-30 00:00:00,14,17,1,18,172,87,21,6446
2020-05-01 00:00:00,14,17,1,18,172,89,21,6463
2020-05-02 00:00:00,14,9,1,10,172,98,21,7075
2020-05-03 00:00:00,14,8,1,9,172,98,22,7075
2020-02-25 00:00:00,1,2,0,2,1,0,0,141
2020-02-26 00:00:00,1,2,0,2,1,0,0,156
2020-02-27 00:00:00,1,2,0,2,0,0,0,156
2020-02-28 00:00:00,1,7,0,7,4,0,0,227
2020-02-29 00:00:00,1,7,0,7,4,0,0,308
2020-03-01 00:00:00,1,11,2,13,36,0,0,362
2020-03-02 00:00:00,1,12,2,14,37,0,0,434
2020-03-03 00:00:00,1,13,3,16,40,0,0,458
2020-03-04 00:00:00,1,26,13,39,43,0,0,543
2020-03-05 00:00:00,1,43,17,60,46,0,2,543
2020-03-06 00:00:00,1,57,30,87,52,0,4,793
2020-03-07 00:00:00,1,110,38,148,54,0,5,1046
2020-03-08 00:00:00,1,245,45,290,65,0,5,1636
2020-03-09 00:00:00,1,222,50,272,65,0,13,1681
2020-03-10 00:00:00,1,306,66,372,64,0,17,2374
2020-03-11 00:00:00,1,319,75,394,86,0,21,2431
2020-03-12 00:00:00,1,368,97,465,89,0,26,2879
2020-03-13 00:00:00,1,556,135,691,103,0,46,3105
2020-03-14 00:00:00,1,538,150,688,126,0,59,3680
2020-03-15 00:00:00,1,726,171,897,133,0,81,4375
2020-03-16 00:00:00,1,1045,186,1231,174,0,111,5588
2020-03-17 00:00:00,1,1378,206,1584,180,0,133,6543
2020-03-18 00:00:00,1,1780,227,2007,180,0,154,7516
2020-03-19 00:00:00,1,2279,257,2536,218,3,175,8853
2020-03-20 00:00:00,1,1541,280,1821,1423,8,209,9975
2020-03-21 00:00:00,1,1976,301,2277,1229,8,238,10701
2020-03-22 00:00:00,1,2118,308,2426,1701,10,283,12701
2020-03-23 00:00:00,1,2194,343,2537,1992,17,315,13560
2020-03-24 00:00:00,1,2404,360,2764,2360,17,374,15469
2020-03-25 00:00:00,1,2544,381,2925,2631,19,449,16655
2020-03-26 00:00:00,1,2633,408,3041,2909,135,449,18054
2020-03-27 00:00:00,1,2852,431,3283,3064,176,569,19705
2020-03-28 00:00:00,1,3094,439,3533,3318,203,617,21511
2020-03-29 00:00:00,1,2985,443,3428,3840,254,684,24058
2020-03-30 00:00:00,1,2985,452,3437,4218,308,749,25478
2020-03-31 00:00:00,1,3174,452,3626,4456,365,854,27658
2020-04-01 00:00:00,1,3146,453,3599,4871,439,886,30060
2020-04-02 00:00:00,1,3341,453,3794,5005,571,983,32100
2020-04-03 00:00:00,1,3300,452,3752,5378,723,1043,34281
2020-04-04 00:00:00,1,3441,450,3891,5802,888,1128,37181
2020-04-05 00:00:00,1,3472,444,3916,6261,1017,1168,38539
2020-04-06 00:00:00,1,3484,438,3922,6623,1128,1251,41123
2020-04-07 00:00:00,1,3553,432,3985,6719,1320,1319,44121
2020-04-08 00:00:00,1,3493,423,3916,7073,1516,1378,48495
2020-04-09 00:00:00,1,3514,412,3926,7410,1732,1454,52807
2020-04-10 00:00:00,1,3497,394,3891,7685,1904,1532,57457
2020-04-11 00:00:00,1,3435,384,3819,8351,2205,1633,62577
2020-04-12 00:00:00,1,3429,381,3810,8695,2426,1729,66555
2020-04-13 00:00:00,1,3344,379,3723,9042,2543,1826,69170
2020-04-14 00:00:00,1,3395,367,3762,9293,2708,1927,71678
2020-04-15 00:00:00,1,3338,366,3704,9491,3019,2015,75664
2020-04-16 00:00:00,1,3418,346,3764,10019,3231,2094,80708
2020-04-17 00:00:00,1,3266,333,3599,10399,3634,2171,86714
2020-04-18 00:00:00,1,3271,323,3594,10629,3989,2252,91844
2020-04-19 00:00:00,1,3201,305,3506,10964,4256,2331,96569
2020-04-20 00:00:00,1,3299,301,3600,10957,4383,2409,99669
2020-04-21 00:00:00,1,3116,293,3409,11402,4659,2485,105434
2020-04-22 00:00:00,1,3213,273,3486,11636,5058,2559,111513
2020-04-23 00:00:00,1,3039,261,3300,11852,5358,2630,117970
2020-04-24 00:00:00,1,2918,257,3175,12216,5732,2699,125300
2020-04-25 00:00:00,1,2937,238,3175,12327,6157,2767,131107
2020-04-26 00:00:00,1,2866,214,3080,12439,6478,2823,135142
2020-04-27 00:00:00,1,2830,214,3044,12464,6712,2878,139348
2020-04-28 00:00:00,1,2701,202,2903,12603,7008,2936,144531
2020-04-29 00:00:00,1,2637,202,2839,12682,7337,3003,151266
2020-04-30 00:00:00,1,2621,199,2820,12673,7730,3066,156534
2020-05-01 00:00:00,1,2503,181,2684,12878,8025,3097,162568
2020-05-02 00:00:00,1,2550,178,2728,12991,8334,3126,168479
2020-05-03 00:00:00,1,2496,169,2665,12973,8640,3152,172208
2020-02-25 00:00:00,20,0,0,0,0,0,0,1
2020-02-26 00:00:00,20,0,0,0,0,0,0,1
2020-02-27 00:00:00,20,0,0,0,0,0,0,1
2020-02-28 00:00:00,20,0,0,0,0,0,0,1
2020-02-29 00:00:00,20,0,0,0,0,0,0,1
2020-03-01 00:00:00,20,0,0,0,0,0,0,29
2020-03-02 00:00:00,20,0,0,0,0,0,0,29
2020-03-03 00:00:00,20,1,0,1,0,0,0,29
2020-03-04 00:00:00,20,1,0,1,1,0,0,42
2020-03-05 00:00:00,20,2,0,2,0,0,0,50
2020-03-06 00:00:00,20,2,0,2,3,0,0,99
2020-03-07 00:00:00,20,2,0,2,3,0,0,99
2020-03-08 00:00:00,20,5,0,5,6,0,0,149
2020-03-09 00:00:00,20,8,0,8,11,0,0,185
2020-03-10 00:00:00,20,9,0,9,11,0,0,204
2020-03-11 00:00:00,20,10,0,10,27,0,0,283
2020-03-12 00:00:00,20,12,0,12,27,0,0,302
2020-03-13 00:00:00,20,12,0,12,31,0,0,504
2020-03-14 00:00:00,20,14,0,14,33,0,0,530
2020-03-15 00:00:00,20,16,0,16,59,0,2,613
2020-03-16 00:00:00,20,39,0,39,66,0,2,797
2020-03-17 00:00:00,20,36,4,40,75,0,2,1003
2020-03-18 00:00:00,20,42,7,49,83,0,2,1135
2020-03-19 00:00:00,20,43,9,52,152,0,2,1334
2020-03-20 00:00:00,20,56,15,71,217,3,2,1912
2020-03-21 00:00:00,20,65,16,81,240,5,4,2297
2020-03-22 00:00:00,20,67,16,83,244,5,7,2402
2020-03-23 00:00:00,20,76,18,94,249,5,11,2568
2020-03-24 00:00:00,20,80,19,99,296,11,15,2859
2020-03-25 00:00:00,20,82,19,101,311,12,18,3019
2020-03-26 00:00:00,20,92,20,112,350,13,19,3461
2020-03-27 00:00:00,20,93,19,112,384,13,21,3801
2020-03-28 00:00:00,20,95,22,117,452,29,26,4225
2020-03-29 00:00:00,20,105,23,128,454,29,27,4598
2020-03-30 00:00:00,20,113,24,137,485,32,28,4993
2020-03-31 00:00:00,20,113,28,141,516,34,31,5257
2020-04-01 00:00:00,20,119,27,146,529,36,34,5501
2020-04-02 00:00:00,20,117,24,141,577,36,40,5970
2020-04-03 00:00:00,20,122,24,146,598,40,41,6478
2020-04-04 00:00:00,20,123,24,147,642,44,41,6789
2020-04-05 00:00:00,20,126,25,151,664,49,43,7157
2020-04-06 00:00:00,20,123,26,149,670,56,47,7521
2020-04-07 00:00:00,20,122,26,148,673,62,52,7680
2020-04-08 00:00:00,20,112,31,143,697,76,59,8493
2020-04-09 00:00:00,20,106,25,131,745,86,64,8918
2020-04-10 00:00:00,20,107,26,133,743,118,69,9444
2020-04-11 00:00:00,20,113,24,137,751,130,73,10120
2020-04-12 00:00:00,20,109,26,135,768,137,73,10663
2020-04-13 00:00:00,20,107,27,134,780,139,75,11010
2020-04-14 00:00:00,20,107,24,131,769,158,80,11893
2020-04-15 00:00:00,20,107,26,133,737,208,83,12395
