DATA,CODICE_REGIONE,RICOVERATI_CON_SINTOMI,TERAPIA_INTENSIVA,TOTALE_OSPEDALIZZATI,ISOLAMENTO_DOMICILIARE,DIMESSI_GUARITI,DECEDUTI,TAMPONI,LUOGHI_LAVORO,LUOGHI_RESIDENZIALI,TRASPORTO_PUBBLICO,ALIMENTARI_FARMACIE,VENDITA_E_ATTIVITA_RICREATIVE
2020-04-02 00:00:00,3,11762,1351,13113,12763,12229,7960,128286,-75,38,-84,-40,-92
2020-04-03 00:00:00,3,11802,1381,13183,13006,13020,8311,135051,-74,39,-84,-39,-88
2020-04-04 00:00:00,3,12002,1326,13328,13892,13242,8656,141877,-68,28,-84,-53,-91
2020-04-05 00:00:00,3,12009,1317,13326,14798,13426,8905,149984,-64,24,-88,-77,-96
2020-04-06 00:00:00,3,11914,1343,13257,15212,13863,9202,154989,-71,34,-83,-39,-86
2020-04-07 00:00:00,3,11833,1305,13138,15205,14498,9484,159331,-72,35,-83,-39,-85
2020-04-08 00:00:00,3,11719,1257,12976,15569,15147,9722,167557,-71,35,-83,-37,-85
2020-04-09 00:00:00,3,11796,1236,13032,16042,15706,10022,176953,-71,35,-83,-33,-84
2020-04-10 00:00:00,3,11877,1202,13079,16451,16280,10238,186325,-73,38,-82,-29,-84
2020-04-11 00:00:00,3,12026,1174,13200,17058,16823,10511,196302,-67,27,-82,-47,-89
2020-04-12 00:00:00,3,11969,1176,13145,18120,17166,10621,205832,-68,25,-90,-95,-97
2020-04-13 00:00:00,3,12028,1143,13171,18764,17478,10901,211092,-92,43,-92,-84,-96
2020-04-14 00:00:00,3,12077,1122,13199,19164,17821,11142,214870,-68,34,-82,-40,-83
2020-04-15 00:00:00,3,12043,1074,13117,19804,17855,11377,221968,-67,34,-82,-38,-83
2020-04-16 00:00:00,3,11356,1032,12388,20702,18396,11608,232674,-67,34,-82,-38,-82
2020-04-17 00:00:00,3,10627,971,11598,21836,18850,11851,243513,-67,36,-82,-36,-83
2020-04-18 00:00:00,3,10042,947,10989,23206,19136,12050,255331,-63,27,-81,-55,-88
2020-04-19 00:00:00,3,10342,922,11264,23233,19526,12213,264155,-60,23,-87,-79,-95
2020-04-20 00:00:00,3,10138,901,11039,23548,20008,12376,270486,-65,32,-83,-52,-82
2020-04-21 00:00:00,3,9805,851,10656,23322,21374,12579,277197,-65,33,-82,-49,-82
2020-04-22 00:00:00,3,9692,817,10509,23733,22110,12740,290699,-63,32,-80,-46,-82
2020-04-23 00:00:00,3,9192,790,9982,23891,23352,12940,302715,-64,33,-80,-45,-81
2020-04-24 00:00:00,3,8791,756,9547,24821,23782,13106,314298,-64,34,-80,-39,-81
2020-04-25 00:00:00,3,8489,724,9213,25260,24227,13269,326940,-71,28,-84,-69,-92
2020-04-26 00:00:00,3,8481,706,9187,25979,24398,13325,337797,-57,23,-85,-74,-94
2020-04-27 00:00:00,3,7525,680,8205,27236,24589,13449,342850,-61,30,-79,-42,-78
2020-04-28 00:00:00,3,7280,655,7935,27809,25029,13575,351423,-62,30,-80,-46,-80
2020-04-29 00:00:00,3,7120,634,7754,28368,25333,13679,365895,-61,31,-79,-42,-80
2020-04-30 00:00:00,3,6834,605,7439,28772,25749,13772,376943,-61,31,-79,-34,-77
2020-05-01 00:00:00,3,6628,563,7191,29282,26136,13860,390644,-89,45,-89,-83,-93
2020-05-02 00:00:00,3,6529,545,7074,29593,26146,14189,403702,-58,25,-77,-45,-83
2020-05-03 00:00:00,3,6609,532,7141,29785,26371,14231,410857,-50,22,-82,-66,-92
2020-02-25 00:00:00,11,0,0,0,0,0,0,21,-4,2,1,8,3
2020-02-26 00:00:00,11,1,0,1,0,0,0,28,-12,6,-18,2,-10
2020-02-27 00:00:00,11,2,1,3,0,0,0,46,-11,6,-16,0,-6
2020-02-28 00:00:00,11,3,2,5,1,0,0,47,-11,6,-18,-3,-7
2020-02-29 00:00:00,11,6,2,8,3,0,0,68,-13,5,-10,1,-8
2020-03-01 00:00:00,11,12,5,17,8,0,0,101,-4,5,-17,1,-16
2020-03-02 00:00:00,11,17,6,23,11,0,1,137,-2,3,-13,-1,-7
2020-03-03 00:00:00,11,27,13,40,19,0,2,200,-2,3,-13,-1,-7
2020-03-04 00:00:00,11,34,15,49,31,0,4,288,-12,7,-22,0,-12
2020-03-05 00:00:00,11,57,19,76,44,0,4,413,-13,7,-20,0,-11
2020-03-06 00:00:00,11,73,20,93,62,0,4,585,-14,8,-25,-2,-16
2020-03-07 00:00:00,11,94,36,130,71,0,6,816,-18,10,-27,3,-22
2020-03-08 00:00:00,11,110,41,151,114,0,7,1025,-12,8,-22,4,-31
2020-03-09 00:00:00,11,136,47,183,130,0,10,1250,-20,11,-35,-3,-27
2020-03-10 00:00:00,11,152,54,206,175,0,13,1437,-26,15,-45,-1,-41
2020-03-11 00:00:00,11,212,66,278,183,0,18,1656,-32,18,-48,-14,-50
2020-03-12 00:00:00,11,254,76,330,240,0,22,1907,-40,24,-59,-20,-67
2020-03-13 00:00:00,11,337,85,422,276,0,27,2218,-48,27,-64,-23,-72
2020-03-14 00:00:00,11,449,93,542,321,0,36,2561,-59,28,-73,-38,-83
2020-03-15 00:00:00,11,521,98,619,468,0,46,2946,-56,24,-78,-61,-90
2020-03-16 00:00:00,11,528,110,638,547,0,57,3225,-54,27,-68,-35,-72
2020-03-17 00:00:00,11,599,109,708,594,0,69,3225,-57,29,-69,-41,-75
2020-03-18 00:00:00,11,638,119,757,719,0,92,4109,-58,30,-70,-42,-77
2020-03-19 00:00:00,11,656,141,797,825,0,115,4512,-59,31,-72,-42,-77
2020-03-20 00:00:00,11,704,138,842,1002,0,137,5170,-61,33,-74,-37,-78
2020-03-21 00:00:00,11,742,141,883,1114,2,154,5740,-64,30,-79,-47,-86
2020-03-22 00:00:00,11,816,138,954,1277,6,184,6391,-64,27,-85,-88,-95
2020-03-23 00:00:00,11,882,148,1030,1328,8,203,6782,-67,33,-77,-42,-78
2020-03-24 00:00:00,11,862,149,1011,1486,8,231,7229,-69,34,-78,-49,-81
2020-03-25 00:00:00,11,938,148,1086,1553,8,287,7896,-71,35,-79,-51,-83
2020-03-26 00:00:00,11,977,166,1143,1652,9,310,8623,-73,38,-80,-52,-84
2020-03-27 00:00:00,11,979,162,1141,1709,10,336,9060,-73,39,-80,-45,-83
2020-03-28 00:00:00,11,987,166,1153,1846,10,364,9884,-67,31,-81,-51,-87
2020-03-29 00:00:00,11,1000,168,1168,1992,12,386,10431,-64,26,-86,-88,-95
2020-03-30 00:00:00,11,998,167,1165,2086,16,417,10979,-70,33,-76,-46,-79
2020-03-31 00:00:00,11,946,169,1115,2237,21,452,11724,-71,35,-76,-42,-90
2020-04-01 00:00:00,11,984,168,1152,2304,29,477,12296,-70,35,-73,-39,-90
2020-04-02 00:00:00,11,986,164,1150,2405,40,503,12943,-70,35,-73,-39,-90
2020-04-03 00:00:00,11,982,158,1140,2491,42,557,13678,-70,37,-75,-34,-84
2020-04-04 00:00:00,11,997,153,1150,2347,270,574,14472,-65,31,-79,-44,-89
2020-04-05 00:00:00,11,987,151,1138,2440,287,599,15252,-64,27,-85,-86,-95
2020-04-06 00:00:00,11,1001,140,1141,2565,296,612,15919,-67,32,-73,-37,-81
2020-04-07 00:00:00,11,962,139,1101,2637,342,630,16619,-68,33,-73,-35,-81
2020-04-08 00:00:00,11,974,133,1107,2455,645,652,17532,-67,32,-72,-34,-81
2020-04-09 00:00:00,11,945,133,1078,2323,885,669,18194,-68,34,-73,-29,-80
2020-04-10 00:00:00,11,925,127,1052,2264,1086,682,18970,-69,35,-73,-22,-80
2020-04-11 00:00:00,11,960,118,1078,2153,1291,689,20060,-65,30,-77,-40,-86
2020-04-12 00:00:00,11,949,114,1063,2051,1489,700,21057,-67,27,-87,-94,-96
2020-04-13 00:00:00,11,959,108,1067,2013,1588,713,28379,-91,41,-88,-94,-95
2020-04-14 00:00:00,11,937,106,1043,2052,1603,728,29160,-67,33,-76,-41,-82
2020-04-15 00:00:00,11,888,106,994,2103,1660,746,30329,-64,32,-71,-35,-80
2020-04-16 00:00:00,11,850,102,952,2172,1694,764,33778,-64,33,-70,-37,-79
2020-04-17 00:00:00,11,839,94,933,2224,1726,785,37997,-63,34,-71,-33,-78
2020-04-18 00:00:00,11,804,88,892,2280,1754,795,39909,-60,29,-74,-48,-85
2020-04-19 00:00:00,11,799,86,885,2297,1780,807,41474,-58,26,-83,-86,-94
2020-04-20 00:00:00,11,792,80,872,2340,1792,822,42782,-61,31,-73,-49,-78
2020-04-21 00:00:00,11,784,78,862,2356,1825,834,44332,-62,32,-74,-48,-79
2020-04-22 00:00:00,11,735,76,811,2419,1849,845,46492,-61,31,-71,-45,-78
2020-04-23 00:00:00,11,727,71,798,2432,1865,857,47662,-60,31,-69,-41,-77
2020-04-24 00:00:00,11,705,61,766,2507,1890,865,49163,-59,31,-66,-24,-74
2020-04-25 00:00:00,11,689,58,747,2525,1912,874,50996,-77,33,-84,-95,-95
2020-04-26 00:00:00,11,668,58,726,2582,1924,879,52063,-53,24,-79,-69,-92
2020-04-27 00:00:00,11,667,58,725,2585,1933,884,52765,-56,27,-66,-36,-71
2020-04-28 00:00:00,11,666,58,724,2610,1948,893,54313,-57,27,-68,-41,-74
2020-04-29 00:00:00,11,640,52,692,2655,1964,899,55905,-56,28,-65,-36,-73
2020-04-30 00:00:00,11,465,48,513,2697,2131,906,59488,-56,28,-64,-20,-68
2020-05-01 00:00:00,11,413,44,457,2754,2153,911,61241,-88,43,-85,-94,-93
2020-05-02 00:00:00,11,399,46,445,2760,2177,916,62834,-55,28,-72,-41,-79
2020-05-03 00:00:00,11,400,43,443,2755,2194,927,64412,-49,24,-78,-75,-90
2020-02-25 00:00:00,14,0,0,0,0,0,0,0,-11,1,-4,2,7
2020-02-26 00:00:00,14,0,0,0,0,0,0,0,-5,2,-4,-3,-5
2020-02-27 00:00:00,14,0,0,0,0,0,0,0,0,1,-2,-1,-2
2020-02-28 00:00:00,14,0,0,0,0,0,0,0,0,1,-4,1,0
2020-02-29 00:00:00,14,0,0,0,0,0,0,0,2,1,1,4,4
2020-03-01 00:00:00,14,0,0,0,0,0,0,6,0,2,-2,4,4
2020-03-02 00:00:00,14,0,0,0,0,0,0,13,1,1,1,-1,-2
2020-03-03 00:00:00,14,3,0,3,0,0,0,13,1,1,-1,-1,2
2020-03-04 00:00:00,14,3,0,3,0,0,0,19,0,1,-4,2,1
2020-03-05 00:00:00,14,4,0,4,3,0,0,24,-16,5,-16,5,-3
2020-03-06 00:00:00,14,3,2,5,7,0,0,104,-18,7,-21,0,-10
2020-03-07 00:00:00,14,3,2,5,9,0,0,112,-18,9,-25,0,-22
2020-03-08 00:00:00,14,4,2,6,8,0,0,116,-10,8,-18,4,-24
2020-03-09 00:00:00,14,4,2,6,8,0,0,212,-24,9,-27,-7,-22
2020-03-10 00:00:00,14,3,3,6,9,0,0,225,-30,13,-37,-11,-37
2020-03-11 00:00:00,14,4,3,7,9,0,0,233,-35,15,-45,-19,-46
2020-03-12 00:00:00,14,4,3,7,9,0,0,238,-48,20,-58,-33,-66
2020-03-13 00:00:00,14,5,3,8,9,0,0,243,-52,23,-61,-37,-70
2020-03-14 00:00:00,14,5,3,8,9,0,0,247,-56,24,-65,-44,-78
2020-03-15 00:00:00,14,3,4,7,10,0,0,248,-53,21,-74,-61,-87
2020-03-16 00:00:00,14,3,5,8,7,5,1,253,-54,23,-63,-41,-69
2020-03-17 00:00:00,14,7,5,12,7,5,1,301,-57,23,-65,-47,-71
2020-03-18 00:00:00,14,7,6,13,8,6,1,361,-58,25,-66,-45,-73
2020-03-19 00:00:00,14,19,6,25,13,6,2,426,-60,26,-68,-50,-75
2020-03-20 00:00:00,14,20,6,26,13,6,5,426,-61,28,-72,-46,-76
2020-03-21 00:00:00,14,21,6,27,20,7,7,449,-62,27,-72,-50,-81
2020-03-22 00:00:00,14,24,7,31,21,7,7,532,-62,,-82,-82,-92
2020-03-23 00:00:00,14,25,7,32,18,10,7,532,-66,29,-75,-49,-77
2020-03-24 00:00:00,14,27,7,34,21,10,8,572,-71,30,-78,-60,-81
2020-03-25 00:00:00,14,26,7,33,20,12,8,580,-69,31,-76,-55,-80
2020-03-26 00:00:00,14,27,8,35,46,14,8,670,-71,32,-80,-60,-82
2020-03-27 00:00:00,14,26,9,35,51,14,9,710,-68,32,-77,-47,-79
2020-03-28 00:00:00,14,26,9,35,63,16,9,807,-64,29,-76,-52,-83
2020-03-29 00:00:00,14,25,9,34,66,18,9,918,-60,,-80,-82,-91
2020-03-30 00:00:00,14,27,8,35,72,18,9,955,-64,28,-73,-50,-77
2020-03-31 00:00:00,14,29,8,37,80,18,9,1049,-66,28,-73,-46,-89
2020-04-01 00:00:00,14,32,8,40,91,19,10,1157,-66,29,-71,-42,-89
2020-04-02 00:00:00,14,30,8,38,95,21,11,1229,-66,29,-71,-41,-89
2020-04-03 00:00:00,14,31,8,39,105,21,11,1378,-65,29,-73,-34,-81
2020-04-04 00:00:00,14,31,6,37,134,24,11,1504,-62,28,-74,-42,-86
2020-04-05 00:00:00,14,33,6,39,148,24,13,1504,-59,,-81,-81,-94
2020-04-06 00:00:00,14,34,5,39,148,24,13,1546,-62,27,-70,-40,-80
2020-04-07 00:00:00,14,35,5,40,145,26,13,1581,-63,26,-70,-39,-78
2020-04-08 00:00:00,14,30,4,34,147,32,13,2002,-63,26,-67,-32,-77
2020-04-09 00:00:00,14,30,4,34,155,32,13,2069,-64,27,-68,-32,-78
2020-04-10 00:00:00,14,28,4,32,161,37,13,2069,-65,28,-67,-24,-77
2020-04-11 00:00:00,14,28,4,32,161,39,14,2201,-62,27,-71,-39,-83
2020-04-12 00:00:00,14,27,4,31,171,40,15,2471,-62,,-82,-90,-94
2020-04-13 00:00:00,14,28,4,32,170,40,15,2522,-86,35,-86,-93,-95
2020-04-14 00:00:00,14,26,4,30,170,42,15,2522,-64,27,-73,-49,-81
2020-04-15 00:00:00,14,27,4,31,175,42,15,2855,-61,27,-70,-37,-78
2020-04-16 00:00:00,14,25,4,29,174,44,16,2967,-61,27,-68,-42,-76
2020-04-17 00:00:00,14,26,4,30,178,45,16,3082,-60,27,-67,-37,-75
2020-04-18 00:00:00,14,27,4,31,178,44,16,3082,-57,25,-68,-49,-80
2020-04-19 00:00:00,14,27,4,31,184,47,17,3584,-53,,-76,-78,-92
2020-04-20 00:00:00,14,27,2,29,184,50,18,3783,-59,27,-70,-51,-75
2020-04-21 00:00:00,14,27,2,29,184,51,18,4124,-59,26,-69,-49,-74
2020-04-22 00:00:00,14,21,2,23,182,60,19,4425,-60,27,-71,-49,-76
2020-04-23 00:00:00,14,19,1,20,178,66,20,4564,-62,27,-70,-48,-76
2020-04-24 00:00:00,14,19,1,20,180,67,20,4805,-58,25,-63,-27,-70
2020-04-25 00:00:00,14,19,1,20,178,73,21,5191,-72,29,-80,-91,-93
2020-04-26 00:00:00,14,20,1,21,179,75,21,5567,-49,20,-73,,-90
2020-04-27 00:00:00,14,20,1,21,179,75,21,5656,-54,23,-60,-38,-67
2020-04-28 00:00:00,14,18,1,19,176,81,21,5776,-55,21,-63,-42,-69
2020-04-29 00:00:00,14,17,1,18,175,83,21,5910,-55,24,-62,-38,-70
2020-04-30 00:00:00,14,17,1,18,172,87,21,6446,-54,22,-58,-27,-65
2020-05-01 00:00:00,14,17,1,18,172,89,21,6463,-82,34,-81,-93,-93
2020-05-02 00:00:00,14,9,1,10,172,98,21,7075,-52,23,-65,-38,-74
2020-05-03 00:00:00,14,8,1,9,172,98,22,7075,-45,20,-73,-68,-89
2020-02-25 00:00:00,1,2,0,2,1,0,0,141,-21,7,-26,3,-10
2020-02-26 00:00:00,1,2,0,2,1,0,0,156,-19,8,-29,-7,-14
2020-02-27 00:00:00,1,2,0,2,0,0,0,156,-18,7,-26,-4,-9
2020-02-28 00:00:00,1,7,0,7,4,0,0,227,-17,7,-22,-3,-8
2020-02-29 00:00:00,1,7,0,7,4,0,0,308,-7,5,-18,-1,-12
2020-03-01 00:00:00,1,11,2,13,36,0,0,362,-3,3,-14,-2,-11
2020-03-02 00:00:00,1,12,2,14,37,0,0,434,-15,7,-29,-10,-15
2020-03-03 00:00:00,1,13,3,16,40,0,0,458,-14,5,-20,1,-2
2020-03-04 00:00:00,1,26,13,39,43,0,0,543,-13,5,-21,1,-4
2020-03-05 00:00:00,1,43,17,60,46,0,2,543,-15,7,-27,-3,-14
2020-03-06 00:00:00,1,57,30,87,52,0,4,793,-15,8,-25,0,-13
2020-03-07 00:00:00,1,110,38,148,54,0,5,1046,-8,5,-17,2,-15
2020-03-08 00:00:00,1,245,45,290,65,0,5,1636,-8,6,-25,5,-34
2020-03-09 00:00:00,1,222,50,272,65,0,13,1681,-24,12,-42,-2,-31
2020-03-10 00:00:00,1,306,66,372,64,0,17,2374,-30,16,-51,-7,-43
2020-03-11 00:00:00,1,319,75,394,86,0,21,2431,-35,19,-56,-14,-50
2020-03-12 00:00:00,1,368,97,465,89,0,26,2879,-44,24,-66,-23,-69
2020-03-13 00:00:00,1,556,135,691,103,0,46,3105,-50,28,-69,-26,-73
2020-03-14 00:00:00,1,538,150,688,126,0,59,3680,-55,26,-75,-44,-84
2020-03-15 00:00:00,1,726,171,897,133,0,81,4375,-52,22,-80,-61,-90
2020-03-16 00:00:00,1,1045,186,1231,174,0,111,5588,-56,27,-73,-35,-73
2020-03-17 00:00:00,1,1378,206,1584,180,0,133,6543,-59,29,-73,-38,-75
2020-03-18 00:00:00,1,1780,227,2007,180,0,154,7516,-60,30,-75,-42,-77
2020-03-19 00:00:00,1,2279,257,2536,218,3,175,8853,-61,31,-76,-41,-77
2020-03-20 00:00:00,1,1541,280,1821,1423,8,209,9975,-62,33,-76,-37,-79
2020-03-21 00:00:00,1,1976,301,2277,1229,8,238,10701,-59,26,-79,-51,-86
2020-03-22 00:00:00,1,2118,308,2426,1701,10,283,12701,-59,24,-86,-82,-94
2020-03-23 00:00:00,1,2194,343,2537,1992,17,315,13560,-69,33,-81,-45,-80
2020-03-24 00:00:00,1,2404,360,2764,2360,17,374,15469,-70,34,-80,-46,-81
2020-03-25 00:00:00,1,2544,381,2925,2631,19,449,16655,-70,35,-81,-49,-82
2020-03-26 00:00:00,1,2633,408,3041,2909,135,449,18054,-73,36,-82,-49,-83
2020-03-27 00:00:00,1,2852,431,3283,3064,176,569,19705,-72,38,-81,-45,-83
2020-03-28 00:00:00,1,3094,439,3533,3318,203,617,21511,-62,27,-80,-54,-87
2020-03-29 00:00:00,1,2985,443,3428,3840,254,684,24058,-59,23,-85,-82,-94
2020-03-30 00:00:00,1,2985,452,3437,4218,308,749,25478,-71,34,-80,-47,-82
2020-03-31 00:00:00,1,3174,452,3626,4456,365,854,27658,-71,34,-79,-42,-90
2020-04-01 00:00:00,1,3146,453,3599,4871,439,886,30060,-70,34,-78,-40,-90
2020-04-02 00:00:00,1,3341,453,3794,5005,571,983,32100,-70,35,-78,-39,-89
2020-04-03 00:00:00,1,3300,452,3752,5378,723,1043,34281,-70,37,-78,-36,-85
2020-04-04 00:00:00,1,3441,450,3891,5802,888,1128,37181,-61,27,-78,-49,-89
2020-04-05 00:00:00,1,3472,444,3916,6261,1017,1168,38539,-59,23,-85,-80,-95
2020-04-06 00:00:00,1,3484,438,3922,6623,1128,1251,41123,-67,32,-77,-38,-82
2020-04-07 00:00:00,1,3553,432,3985,6719,1320,1319,44121,-68,33,-77,-36,-81
2020-04-08 00:00:00,1,3493,423,3916,7073,1516,1378,48495,-67,33,-77,-36,-81
2020-04-09 00:00:00,1,3514,412,3926,7410,1732,1454,52807,-67,33,-77,-31,-80
2020-04-10 00:00:00,1,3497,394,3891,7685,1904,1532,57457,-68,35,-76,-25,-80
2020-04-11 00:00:00,1,3435,384,3819,8351,2205,1633,62577,-59,26,-76,-42,-85
2020-04-12 00:00:00,1,3429,381,3810,8695,2426,1729,66555,-61,24,-86,-90,-96
2020-04-13 00:00:00,1,3344,379,3723,9042,2543,1826,69170,-91,41,-90,-95,-96
2020-04-14 00:00:00,1,3395,367,3762,9293,2708,1927,71678,-65,31,-76,-37,-80
2020-04-15 00:00:00,1,3338,366,3704,9491,3019,2015,75664,-64,32,-76,-37,-80
2020-04-16 00:00:00,1,3418,346,3764,10019,3231,2094,80708,-64,32,-75,-35,-79
2020-04-17 00:00:00,1,3266,333,3599,10399,3634,2171,86714,-64,34,-75,-33,-79
2020-04-18 00:00:00,1,3271,323,3594,10629,3989,2252,91844,-55,26,-76,-51,-85
2020-04-19 00:00:00,1,3201,305,3506,10964,4256,2331,96569,-55,23,-85,-81,-95
2020-04-20 00:00:00,1,3299,301,3600,10957,4383,2409,99669,-63,31,-80,-53,-81
2020-04-21 00:00:00,1,3116,293,3409,11402,4659,2485,105434,-63,32,-78,-48,-80
2020-04-22 00:00:00,1,3213,273,3486,11636,5058,2559,111513,-61,30,-74,-43,-78
2020-04-23 00:00:00,1,3039,261,3300,11852,5358,2630,117970,-61,31,-74,-39,-77
2020-04-24 00:00:00,1,2918,257,3175,12216,5732,2699,125300,-60,32,-72,-29,-76
2020-04-25 00:00:00,1,2937,238,3175,12327,6157,2767,131107,-72,29,-84,-95,-95
2020-04-26 00:00:00,1,2866,214,3080,12439,6478,2823,135142,-50,22,-81,-65,-92
2020-04-27 00:00:00,1,2830,214,3044,12464,6712,2878,139348,-59,28,-74,-38,-74
2020-04-28 00:00:00,1,2701,202,2903,12603,7008,2936,144531,-60,29,-76,-44,-78
2020-04-29 00:00:00,1,2637,202,2839,12682,7337,3003,151266,-58,28,-71,-36,-75
2020-04-30 00:00:00,1,2621,199,2820,12673,7730,3066,156534,-58,28,-71,-26,-72
2020-05-01 00:00:00,1,2503,181,2684,12878,8025,3097,162568,-88,44,-88,-94,-95
2020-05-02 00:00:00,1,2550,178,2728,12991,8334,3126,168479,-50,24,-71,-40,-80
2020-05-03 00:00:00,1,2496,169,2665,12973,8640,3152,172208,-44,21,-77,-69,-91
2020-02-25 00:00:00,20,0,0,0,0,0,0,1,-17,2,1,-1,4
2020-02-26 00:00:00,20,0,0,0,0,0,0,1,-4,2,-5,-2,-7
2020-02-27 00:00:00,20,0,0,0,0,0,0,1,0,2,-4,0,-3
2020-02-28 00:00:00,20,0,0,0,0,0,0,1,0,1,-4,1,-3
2020-02-29 00:00:00,20,0,0,0,0,0,0,1,0,0,4,1,-2
2020-03-01 00:00:00,20,0,0,0,0,0,0,29,-1,1,0,1,-3
2020-03-02 00:00:00,20,0,0,0,0,0,0,29,-1,2,-8,0,-8
2020-03-03 00:00:00,20,1,0,1,0,0,0,29,0,2,-9,2,-4
2020-03-04 00:00:00,20,1,0,1,1,0,0,42,1,1,-3,4,-1
2020-03-05 00:00:00,20,2,0,2,0,0,0,50,-15,5,-15,5,-4
2020-03-06 00:00:00,20,2,0,2,3,0,0,99,-16,6,-20,2,-11
2020-03-07 00:00:00,20,2,0,2,3,0,0,99,-19,6,-23,3,-18
2020-03-08 00:00:00,20,5,0,5,6,0,0,149,-6,4,-16,6,-19
2020-03-09 00:00:00,20,8,0,8,11,0,0,185,-24,10,-35,4,-27
2020-03-10 00:00:00,20,9,0,9,11,0,0,204,-30,13,-41,3,-41
2020-03-11 00:00:00,20,10,0,10,27,0,0,283,-37,16,-50,-19,-53
2020-03-12 00:00:00,20,12,0,12,27,0,0,302,-46,21,-60,-27,-69
2020-03-13 00:00:00,20,12,0,12,31,0,0,504,-51,23,-64,-31,-73
2020-03-14 00:00:00,20,14,0,14,33,0,0,530,-54,23,-69,-40,-81
2020-03-15 00:00:00,20,16,0,16,59,0,2,613,-48,20,-75,-60,-88
2020-03-16 00:00:00,20,39,0,39,66,0,2,797,-54,23,-70,-39,-74
2020-03-17 00:00:00,20,36,4,40,75,0,2,1003,-57,24,-72,-42,-76
2020-03-18 00:00:00,20,42,7,49,83,0,2,1135,-57,24,-72,-45,-77
2020-03-19 00:00:00,20,43,9,52,152,0,2,1334,-58,26,-72,-46,-77
2020-03-20 00:00:00,20,56,15,71,217,3,2,1912,-59,26,-72,-42,-78
2020-03-21 00:00:00,20,65,16,81,240,5,4,2297,-59,25,-76,-48,-84
2020-03-22 00:00:00,20,67,16,83,244,5,7,2402,-54,22,-81,-82,-93
2020-03-23 00:00:00,20,76,18,94,249,5,11,2568,-61,26,-74,-45,-77
2020-03-24 00:00:00,20,80,19,99,296,11,15,2859,-62,26,-74,-48,-79
2020-03-25 00:00:00,20,82,19,101,311,12,18,3019,-62,27,-74,-50,-80
2020-03-26 00:00:00,20,92,20,112,350,13,19,3461,-63,28,-75,-50,-81
2020-03-27 00:00:00,20,93,19,112,384,13,21,3801,-64,29,-77,-48,-81
2020-03-28 00:00:00,20,95,22,117,452,29,26,4225,-59,25,-76,-47,-83
2020-03-29 00:00:00,20,105,23,128,454,29,27,4598,-56,22,-81,-92,-94
2020-03-30 00:00:00,20,113,24,137,485,32,28,4993,-61,25,-74,-45,-79
2020-03-31 00:00:00,20,113,28,141,516,34,31,5257,-62,26,-71,-41,-88
2020-04-01 00:00:00,20,119,27,146,529,36,34,5501,-61,26,-69,-40,-87
2020-04-02 00:00:00,20,117,24,141,577,36,40,5970,-62,27,-71,-40,-87
2020-04-03 00:00:00,20,122,24,146,598,40,41,6478,-61,27,-72,-36,-82
2020-04-04 00:00:00,20,123,24,147,642,44,41,6789,-57,24,-74,-42,-86
2020-04-05 00:00:00,20,126,25,151,664,49,43,7157,-54,22,-80,-92,-94
2020-04-06 00:00:00,20,123,26,149,670,56,47,7521,-59,25,-71,-37,-80
2020-04-07 00:00:00,20,122,26,148,673,62,52,7680,-60,25,-71,-35,-79
2020-04-08 00:00:00,20,112,31,143,697,76,59,8493,-59,24,-70,-35,-79
2020-04-09 00:00:00,20,106,25,131,745,86,64,8918,-60,26,-70,-32,-79
2020-04-10 00:00:00,20,107,26,133,743,118,69,9444,-60,26,-69,-24,-78
2020-04-11 00:00:00,20,113,24,137,751,130,73,10120,-56,24,-70,-34,-83
2020-04-12 00:00:00,20,109,26,135,768,137,73,10663,-57,23,-83,-93,-95
2020-04-13 00:00:00,20,107,27,134,780,139,75,11010,-85,34,-87,-95,-96
2020-04-14 00:00:00,20,107,24,131,769,158,80,11893,-60,25,-72,-43,-80
2020-04-15 00:00:00,20,107,26,133,737,208,83,12395,-58,24,-70,-39,-79
